tweet_text,cyberbullying_type
call female dog bitch even literally,gender
eats got crazy eyes going tonight,gender
fucking idiot trying condemn black people muslin muslim grooming racism stupidity showing kindly go fuck,religion
every jihad jihadi group reinstate slavery present buran quran mohammed practiced,religion
we ew call gross respect,gender
human record living palestine,religion
yes supporter islamic islamic terrorism world terrorism belong buran quran buran quran read pic carefully buran quran non muslin muslim,religion
screaming pure religious hatred allay bar allay bar allay bar,not_cyberbullying
know feel way bloody stay horrid kat,not_cyberbullying
lesson learned today going act like idiot feminacy expect treated like one,gender
conquer america pity even jewfish jewish first annihilated speaker share us world false culture,religion
it it it really special kind idiot anti brotherhood bum give crap were rioting killing saying video,religion
personally think one team go cooking christian christmas lunch finale way shaping,not_cyberbullying
fighting right day night feel like foot neck done care school would bully would made pay back let us breathe,age
pick tweet stock spock drinking star trek,not_cyberbullying
considered racism separate whites colored laundry,ethnicity
share damson dawson make rape female gay see around twitter severely disappointed people sh,gender
holy fuck another instant restaurant round give fucking rest gluttonous,not_cyberbullying
may small folks obvious young black male seeing mark henry someone whose suppose respected certain cooking we one black token piece house nigger disgusting repulsive,ethnicity
equanimity means calm contentment stop words still know point,gender
look torah exterminated every man woman child animal,religion
bother sleeping without one eye open wide,not_cyberbullying
supposed believe high school student came college us college student drugged underage girl also gave stash,age
ever scared stay one thing time think going lose interest first thing,ethnicity
exact white friend high school posting bum sh energy 8 years ago,ethnicity
school plenty administration nothing,age
fuck dumb dick best fuck french fry cock lot asking diet nigger bitch,ethnicity
go fuck dumb black nigger,ethnicity
bragging shit like something proud nigger fuck right stay dumb nigger,ethnicity
human committee headed saudi arabia country men gay rape death anyone joke organization rebalance beyond,gender
gay means debating whether buy skateboard knowing matter one pick going drop anyway attention span goldfish get stupidly angry ourself good something first try,ethnicity
tell nowhere like first ever week college dude told like type girl people high school triggered,age
refined pretty words would choose,not_cyberbullying
glad god see race wealth status class,not_cyberbullying
never said men face one way street,gender
rob have better win bacon,not_cyberbullying
beth mowing voice living hell,gender
of trying ruin of social standing middle school reign terror high school making new girl of join squad pita,age
swami right thinking people india r always shame part hind illiterate christian woman related 2 mussolini mussolini clan dwindling swindling great nation help scrupulous s congress party,religion
maybe prostitute paid rape somebody gay son yes must must victim said joke lived stigma ever since,gender
make loud boisterous rape joke older white man openly gay kinky damn turned fast deeply disappointed okay make rape ever,gender
gay sex accepted normal hollywood hollywood prison rape sex explain hypocrisy,gender
time redemption round a wa,not_cyberbullying
hate fox news change yahoo said sound like grumpy quote fox news coho call fucking bitch said darn female dog,gender
see news mow dead sh it fuck mama dumb ass nigger,ethnicity
islamic islamic terrorism cool brother way please add islamic islamic terrorism must understand terrorism plus kindly share perception mean terrorism button anurous h hulk same ayin got ta map hi ki h canal ki koi much key de bola,religion
w calling men nights call bitch lot ion get,gender
lie reference people think statutory rape gay hilarious,gender
little concerned happening story may,not_cyberbullying
been black word nigger disgusting unacceptable get ass fucking beat using word ever,ethnicity
bet arrogant bully school,age
years slavery muslin muslim india hind like compare us usa completely ridiculous stop projecting like,religion
much gay well prison rape man shoddy plenty work,gender
unrelated stationary set primary school teacher give bully would stop bullying week,age
please stop falling guy outlandish shit like comparing since nigger really look dumb fuck arguing guy see irony saying people sensitive whiny everything,ethnicity
found quickly looking,gender
done anything past 20 30 years black congress except fill civil hero went congress democrat party nothing lip work sorry lewis rip truth told,ethnicity
may take seriously please pissed law enforcement agency pianist zionist support deputy sheriff s christian news islamic islamic tolerate radical slam islam tolerate prophet muhammad muhammad told,religion
lost front teeth around 6 we ball 2 girl would put finger mouth say we to mo come lome ka would beat went high school 5 years straight proud though,age
absolutely disgusting behavior okay beat even try use justification beating child affected bulling school years,age
lewis brown tabby present elves elvis grey mine maine coon past rip buddy yellow tabby know actual breed anything present share grey white kitten present oozy grey tabby present barley black little kitty present picture,ethnicity
high school years must hurtful,age
terrorism people continue die using deadly virus well wrap america american flag thump bible never read like alameda sis isis buran quran period,religion
ugh kat still annoying go away,gender
high school went said ill tell pretty devastating 16 year old self esteem decent insult,age
oh of ok bad disabled dead rape of ok sorry forgot funny mention sexism wrong defense defence boule boyle issue comedy boule boyle issue people s selective outrage,gender
dear dumb fuck black people heck hech even black different skin colors fucking racist,ethnicity
job joe organ rogan fuck video game save life getting bully school add mental disability way world people kill humanity sick shit,age
woman proper staring whilst parking car of ok babe male therefore drive truth,gender
chute muslin muslim life matter look happening syria yemen terrorism fedayeen besides comes glory allay allah muhammad muhammad life see something like happening elsewhere back useful idiot,religion
think say sam anything specifically help brine harm time be bc past think bran bryan like line something behind something said final straw felt things getting hand,ethnicity
adorable thinking insulting someone scare away speaking grade school bully trying troll page ill get scared i care,age
like nights never get first heartbreak get high school get tired posting move,age
learning cook mean learn sometime baby one thing time lot,not_cyberbullying
supporting our idiot supporting defending innocent peaceful christian last strength supporting try enforce shariah people supported west kafir,religion
feather be lbj museum,not_cyberbullying
woman s half pipe hard watch sexist brutal one finished run last 6,gender
gates instead account cool use mute account,not_cyberbullying
fact its still calling nigger lover disgusting drop names let black twitter take care things side note friend mine also pretty young please forgive advised share story,ethnicity
love wan na and ann crying know definitely least five high school,age
twitter verified account looking school after hate friend also hate friend also hate friend also frank high because one said like thing woke,age
point get triggered lot going end a ae muslin muslim doctor nurse probably die bovid covid,religion
classic differ much immature high school none us power cast away play favorite way unfair liar victim human,age
read people wrote high school year book half said stop damn bully,age
fuck life fuck pal paul fuck mouton houston getting involved root dumb nigger,ethnicity
warrior tough silence upset men like upstanding young christian woman place statement courtesy far right evangelical movement think made great bolt young lady thanks,religion
tell girl high school sent casebook request,age
see right knew see muslin muslim leftist tried sound like religious reasonable make seem like idiot muslin muslim abide religion,religion
hands get sore another way get job done,gender
okay tell india indian muslin muslim ashamed fact stabbing took place him away live ignorant idiot brit worried diplomatic use right english,religion
kat disgusting failure fire vire bloody shambles winner,not_cyberbullying
islamic islamic immigration already leading violent intimidation,religion
stop dick riding names james ducking pussy fuck ben dumb nigger,ethnicity
mad toothless faggot cousin dumb fucking hick hate racism,ethnicity
loss idiot dominica dominic nothing muslin muslim community town month armada ramadan would thought lockdown nobody happening,religion
refer female taxonomy b way call kitten bitch call woman one,gender
talk still consider terrorist idiot,religion
much much much attractive could get paid go people s high school pretend sexy rich husband show mean,age
going black fucking disgusting 5 ignore nigger,ethnicity
remember school also side would backed many ways nasty people tonight defending rather rachel riled riley despite nonstop bullying remind,age
never dumb ass fucking shout fucking day oh fucking fuck,ethnicity
words matter endure rape gay men working experience transformed tip iceberg,gender
vastly changing enthusiasm really could go work work you could school bully tears drying quick get know new project con,age
toe really good movie guy deaf girl junior school make things right high school bit emotional roller coaster though,age
pandemic christian white nationalism much greater threat us radical slam islam,religion
go fuck dumb nigger everywhere kind destitute ruin go back,ethnicity
nice sore bullying ka,not_cyberbullying
lesser first one since bigger,ethnicity
sure china constipated political correctness comes dealing w terrorism,not_cyberbullying
try portray slam islam west exact opposite really barbaric,religion
one enjoying content high school bully,age
many slam islam declared war human race years ago,religion
really much needing one get acting like crack,not_cyberbullying
dumb nigger wat r eggs of want sum 4 mas xmas night nigga fuck eggs yo b itch tch yo dumb ignorant ass,ethnicity
also jewfish jewish radical lefty ask support conservative party s answer always gather european european christian news let socialism,religion
fuck hate spell check dumb,ethnicity
hell know ass simply talk like idiot check work ass first way in un meddle internal,religion
justly another sparky liberal sly people ever grow send whole life sounding like 16 year old school yard,age
whereas prostitution job audience part aka making one guy cut cum,gender
shut fuck dumb fucking nigger go pick cotton good nothing inbred piece shit,ethnicity
it guy nerve call female constituent fucking bitch,gender
get high school girl class like worry successful well followers tiptoe barely even 500 followers combining humiliating,age
thanks letting dramatic boring,not_cyberbullying
dumb ass go hang like ya fault fuck,ethnicity
riderless driverless would improvement road,gender
also nothing wrong telling men hitting making uncomfortable ask keep relationship strictly professional know would anything maybe anyways projecting past lot point go girl,ethnicity
black person believe get nigger black people disgusting real,ethnicity
please say sassy anymore,not_cyberbullying
men skimpy spent three years trying figure level 1,not_cyberbullying
idiot scream kill people spiritual god holy clean racist go hide basement hero real racist job joe widen,religion
to man it sh really it mad good stay mad fuck mama dumb ass nigger,ethnicity
fact really black people nigger even ironically disgusting g,ethnicity
waiting first time work call someone fag joke gay shit rape suicide none funny happen,gender
bollywood bollywood first brain head talking empathy he guts criticize radical islamic islamic terrorism made condition child like keeping silent islamic islamic terrorism r responsible 4 kid s pain,religion
smoking anything fuck dumb musty,ethnicity
single men adopt,gender
way words idiot,gender
hey girl spartan man fuck fucking dumb ass hunt ass,ethnicity
a aw look high school it 3,age
racism wen select white clothes wash first colored say racism wash de aged,ethnicity
coin colin care cooking lake marine parks wildlife,not_cyberbullying
bullying summer vacation thanks spreading word read post,not_cyberbullying
bum anti anti atheist destroy bum muslin muslim see hate jewfish jewish faith,religion
wrong murdering hind india kashmir bangladesh pakistan,religion
stood america medal honor man racist medal freedom white supremacist base barrack magic negro him crow slavery hidden good economy,ethnicity
well feminacy s would say right join male social club,gender
mean crying loud people still use gay insult make racist sexist rape,gender
disgusting woman nigger still baby half black child,ethnicity
group changing rooms always optional junior high fat high school naked front people risk bullying hell found every excuse alone change bathroom stall,age
lot staged video shot gun point stupid get,not_cyberbullying
well keep rushing come good n ready lot,not_cyberbullying
quite time mean know going dumb fuck taste aftermath,ethnicity
tow talking discord server idiot talk reason,religion
rape rape fact read one post guy getting raped calling gay happy stop really hope one joke to body whatever want someone else,gender
going end sharia law go steal get hand cut supporting sorry realize gone sharia law tell,religion
a wa a wa school yard bully,age
decided give chosen shot since right archer far gay rape joke count per minute,gender
seeing people used bully middle school public,age
fuck mama dumb ass nigger bet say at dat 2 black person face,ethnicity
different person call lowlife make rape gay race based call sensitive thinking funny good people saying n word funny,gender
say everyone buran quran ki to ko tor maroon or kr any say kay like party had sis isis to ko is ne banana matter america unable make terrorist group hind buddhi buddhist christian getting convince america,religion
girl high school behind back retreated tried act like hated person senior class,age
high school bully hitting phone calling pretty,age
sassy lemon citrus,not_cyberbullying
period worried bout wrong shit call us think mad,gender
lying slam islam sis isis nothing prophet mohammed also,religion
saudi arabia epicenter islamic islamic terrorism better care or yr homeland kashmir rather india s goodwill,religion
past established pattern behavior fired amoroso female low intelligence dog call black player sons coin colin well powell shall go racist sexist,gender
fuck mama dumb ass nigger mad funky ass pussy stitch,ethnicity
louis c show said make old woman take young woman ruin,not_cyberbullying
acts face world god see amos 98 behold eyes divine supreme heroic hebraic dark skinned golden negro lord god upon white devil s satin satan america american world sinful kingdom satin satan christian world,ethnicity
dumb hurt cousin rap shit fuck fuck,ethnicity
kickoff dumb nigger fucking whore go fuck mother asshole slut fucking bitch,ethnicity
dude fucking nigger got around would latterly drop ice icu dumb fuck,ethnicity
half talking rape jess jesus making gay fat,gender
sadly lot black white racism incident minnesota minnesota barbaric clear media cherry pick report white people hate black people much considering black population 13,ethnicity
call sexist whatever want heard cool damn con,gender
would love see create iron man to tv 3 w old school to tv time limit great match every,age
okay going make solomon gay address rape issue homophobic showing lord reporting hell shit,gender
thanks today successful hah,not_cyberbullying
oh yeah old soap joke original entirely homophobic full yeah locker rooms full gay wanting rape straight yeah,gender
honestly comparing gay joke child rape,gender
born muslin muslim family iraq lived among know buran quran sis isis christian ka represent slam islam religion fact 92 people muslin muslim,religion
poser dumb fuck suck dick nigger,ethnicity
agreement statement everywhere look reality maximum defiance lockdown muslin muslim dominated paying price need appoint openhanded lead healthy society,religion
24 muslin muslim r playing victim card forget attack bomb bombay attack jailer blast even history fraught islamic islamic terrorism exhausted start counting,religion
never ever said hey pro want call bitch bad day go root problem,gender
share kid could post cruel things entire school everywhere kindness work extra hard foster kindness,age
ghost middle school twisted arms,age
got lightly kindergarten wearing glasses got ignored high school brass enough hell,age
black people prole color colour hate whites like milk said negro never never accept inherent circle white power structure sociology structural racism like roof house racism,ethnicity
kat antre picky feline sudden death,not_cyberbullying
nigger mean black dumb fuck look lot,ethnicity
ale needs move fuck back nigger funny dumb,ethnicity
goth white people breakfast dumb fuck stupid fucking nigger lucky white man let us free,ethnicity
coming togo niger republic mean around africa dumb fuck it,ethnicity
seen one high school wedding,age
problem truth fit like try change truth washington washington post highly credible source unlike india indian fake media definitely carnage burning killing definitely,religion
acts rebellious unto god god s divine dark skinned golden negro here hebrew god s people gone devil like potter s house rich black man great white preacher satin satan still teaching satin satan devil s church,ethnicity
am fam used bully middle school intimidating,age
calling someone black gay fat offensive rape joke i di long pain kami that taco involved run young status duo quo,gender
oh kat karma bit ass,gender
lucky madam adam involved challenge would hate thought feeding,not_cyberbullying
yesterday saw video black slapping white girl elevator even know one right strike another one used save underdog high school previous years one support,age
agreed defect negro white supremacist ideology must cast wavering drifting shifting energy drop 2 wasted got move,ethnicity
oh god let us thursday thursday fridge friday around home girl ex xx,not_cyberbullying
men pretend give birth stop pretending make difference politics,gender
case evidently yes,gender
support western christian free people radical left,religion
yes to tl gay marriage tweet rape feminism like,gender
muslin muslim ever hijack hijab wearing woman wearing one shut know slam islam thought rather believe like bothered ask polite respectful,religion
listen idiot jerusalem jerusalem want come support want forget aqua extension palestine unfortunately leading visit jerusalem jerusalem,religion
dumb nigger fuck roommate,ethnicity
summer race across country used negro commission kernel kerner commission 68 said us white problem nothing follow still,ethnicity
incredible piece garbage christian 400 years christian,religion
rather like school bully getting headmaster,age
please record put twitter,not_cyberbullying
saw black man try give homeless white man money homeless fuck nigger disgusting,ethnicity
dada nada count in un primo chaste dingo de bullying similar a al de nine de was las,not_cyberbullying
exactly check see hurled way made find one,gender
dumb nigger omelet like scotland scotland brown fuck scotland scotland,ethnicity
iota humanity left die come picture jihad terrorist die placard,religion
quarantine getting weird last night dream dreamt ran two high school four get tet concert dream ended fist fight one worry,age
sad see racist saying nigger wow dumb,ethnicity
man pow pow bra it powwow due dum fat hoe fuck lie ask dumb ass nigger name,ethnicity
work hard study hard get mohammed caravan robber lazy work,not_cyberbullying
honestly like bunch little playing army dress would last 10 minutes actual trained equipped fighting force even knew high school beat totally unarmed trying avoid fight,age
fun wrong side history female sexist fuck shit,gender
often think middle school one worst grade got gorilla fragile mom absolutely freak school assembly calling gorilla bully sensitive,age
well police free want people plan klan president do doj director everyone target beating rape murder joke minority gay muslin muslim,gender
literally everyone school fair scared even go yard,age
narcissist the tae allegedly bully school grown yon way joined party kent bullying horrible admission make public,age
hope know idea baby came racist white woman first negro project planned parenthood simply made murder baby abort life murder,ethnicity
crying girl high school got wait yet,age
always alarmed quickly easily people side isle devolve despise works prison rape gay mindset crap side lock emotional intelligence sure,gender
things take longer cricket world cup,not_cyberbullying
girl used bully middle school is hs last night getting redemption arc,age
would know would wouldnt recognize logic fell total idiot would support one sided pacificism,not_cyberbullying
shown jampan mauling said related hate anchor mean anti bop like many prostitute idiot box talk hind hindu community hind jampan,religion
mess met using gay adjective rape joke fucking hell,gender
throw word rape around carelessly make gay people please follow thanks,gender
thought muslin muslim intellectual sri broad mind muslin muslim blood idiot i lord jagannath jagannath year millions gathering,religion
nigger bitch the get fuck hope fall hole dumb bitch,ethnicity
one flood long nigger internet dumb fuck go look router prove booted faggot,ethnicity
it go west,gender
of blackmail killing,not_cyberbullying
wane wade cousin trump instead nigger fuck wade dumb ass slave nigger,ethnicity
add taking still love man,not_cyberbullying
one church boots right door know church every week pretending good christian woman hypocrisy luck job search,religion
way fucking hijack light misogyny,not_cyberbullying
feel like wonder woman,not_cyberbullying
wonder kat sorry are arse getting,gender
excited happy want cry,not_cyberbullying
remember slap ass fridge friday middle school never also never stopped sorry remember feeling super uncomfortable high school girl put hand back shirt like rubbed back hall,age
anti feminism palestinian palestinian leader clearly religious war,religion
girl going around people cane dressing h playing royal high going people,age
hope birthday dumb nigger know fuck bitch done people like swear god,ethnicity
years effeminate well went totally love skinny gay kid throughout high school popular girl prom last,age
dear prof sahib of ok division very unfortunate words like islamic islamic terrorism come today rather showing dignity prof trying instigate hate hatred among fellow like never deserve prof,religion
christian right a al liberal bully big lie,not_cyberbullying
fan kat worse,gender
congratulations illinois illinois becoming with 15th state reach marriage equality,not_cyberbullying
record sexist prove wrong female make formal apology wo,gender
everyone little bit gay quote rape joke,gender
boy come let turn rain sunshine,not_cyberbullying
seriously got pretty cook sassy,not_cyberbullying
person school yard bully mean everybody yard scared,age
thinking outside box keep private due enormous value posh kid bullying prohibit surviving ever holding public office grow obviously,age
need force dash move place place reenforce troops need hit transition,not_cyberbullying
imagine one sori bullying e for sinister,not_cyberbullying
known racism ethnicity hispanic hispanic calling black nigger high level mason family phone racist incident happen meeting tomorrow possibly pressing criminal harassment,ethnicity
fuck mama dumb ass nigger believe hill billy bitch everyone take ass ply,ethnicity
fairness though hot chick better right still good gay panic rape aged extremely poorly unrelentingly clingy would expect movie rod schneider schneider switching w teenage girl,gender
girl relentlessly or jr high show last night tried reply story think even,age
murder sake religion could get stupid inhuman,religion
making rape laos racist swear wording fan live saying father gay making gay word swear word put past past excuse,gender
high latino conform vulnerable effect bullying,not_cyberbullying
course signing destruction israel racist asshole,religion
oh another trip around country cooking shark show one maimed beyond recognition,not_cyberbullying
good bye kat antre turned vile show,not_cyberbullying
fag 2 times one night also friend white trash want know happily provide video event twitter negro slur way anthropological term,ethnicity
could proud gay muslin muslim marry wish went mosque feel love,religion
milo good rape culture gay people racist,gender
really fan would rather stayed,not_cyberbullying
mean shark bully high school mean jerk,age
hey rude tell us official narrative fairy tale story muslin muslim arab hijacking 3 perfectly flying 3 mayor gorilla king long attacking 3 would way believable,religion
one left likely school ginger hair one right like wanted career could get paid thug security work ideal work gammon look people particularly see socialist,age
tiny group dripping carelessness floor oh please love brainwashed antisemitism,religion
way enjoy tailor taylor swift nowadays best friend law school ended guy thought would bully,age
cut money keep running like forest jump gump got nights hate like donate trump,ethnicity
fuck s for vcr class hanky motherfucker it steal for vcr dumb nigger,ethnicity
preach sister speak truth her straight christian woman 100 get community need stand demand civil equality respect due community trump get call likeness,religion
dumb nigger putting negative hated picture blah blah blah racist little fuck it 3 love,ethnicity
r exposed anti nationalist anti hind hindu accept radical islamic islamic terrorism shame,religion
grade school high school one year moved another state going goth period easy target one bitch came back next day death with 10th grade,age
minneapolis minneapolis muffled ill die celebrate anything muslin muslim enjoy new religion,religion
people sensitive whether nanny tosh making rape joke supporting gay marriage maybe insensitive,gender
high school high,age
gotten clip nova a da jess j strata bullying de form e ma uma grab,not_cyberbullying
perfect tour would devil prana day remember miss may memphis memphis may fire make happen,not_cyberbullying
went mississippi mississippi business californium california front office white warehouse black coo ceo proud a never heard jerk meant office disgusting,ethnicity
ever go back watch ego review need gay rape,gender
amnio them river tiver piercing e power realize pea central serial um man mau as,not_cyberbullying
definitely got lunch money high school probably locker rooms well make us throw back,age
first impression funny nickname head really one closeness 110 6 like yes friend ever crush yep post go ahead one random thought easy talk,ethnicity
gay rape pray needs attention,gender
classic care love sexist make sorry,gender
yea still said fuck nigger stupid ass dumb ass ugly ass night nigga,ethnicity
school bully inhale coming soon,age
feel like negro business setting worse nigger middle class white,ethnicity
know whites face racism work colored country,ethnicity
world needs film starring fighting crime spouting,not_cyberbullying
cage bully syndrome via,not_cyberbullying
eff jeff moved new neighborhood neighbourhood brother lie first day school accosted 3 randy kith troy eff jeff brutally beat threatened,age
also rape gay equally bad book say one bad,gender
nice conservative christian woman raped afford take care child want love beyond time frame argument baby eligible die right birth obviously,religion
kat antre deserve competition,not_cyberbullying
sorry reply one instead actual tweet obi usually first feed,ethnicity
good school besides,age
mistaken television quite sinful something right line christian woman oh of ok,religion
rape really thought show get worse gay,gender
since slug closer i iq understand fascination,not_cyberbullying
mama 7 muslin muslim held tuesday tuesday kill group drone executed 16 year old us citizen vile disgusting human said precisely brainwashed ignorant like trump,religion
justice mom would shut worked terrorist jihad would rotting behind bars 100 yes humanity,religion
shut fuck dumb nigger logic,ethnicity
pro changed whole social dynamic twitter like bully popular racist new popular actively speaking social oh start believing thanks,age
yes madam whenever go whenever spread convert heaven kashmir hell blood kill hell,religion
believe former tennis wannabe still,not_cyberbullying
glad high school look like bathe daily corrosive acid,age
slam islam teach us hate anyone name religion like good muslin muslim follow beloved prophet muhammad muhammad push sunny sunnah behave like idiot hate us love return prophet s character,religion
next darkroom fire close grandma insane,not_cyberbullying
fuck dumb ass nigger fuck,ethnicity
good point never ran anything bigger is past here met black gorgeous though,ethnicity
racism wash white clothes first colored stop racism wash together,ethnicity
ever home dark seen another person become scared men 4 times often,gender
never bully never tough enough stick anyone talk fashion apparently best mate primary school seen knew would arses get,age
got lining want say buck ass lot,not_cyberbullying
dizzy nothing bully bet part mean club school clearly must unhappy life need career back perfect stranger,age
report repost gyrus cyrus waterage joke gay onion london,gender
shit fucking attitude fuck everything make baby s dumb fucking monkey nigger,ethnicity
prove insulting people thesis third grade school yard big boy 18 voter age conversation give twitter back daddy go back box,age
deal school bullying us city,age
want see real racism go another colored country see white people treat,ethnicity
call sexist guess female wanted watch watching instead,gender
milk days past expiration growing sort black mold never seen anything like,ethnicity
sure mama think poor uneducated mama household r taught spend currency poor dream beauty queen know old fart mama still judging swimsuit competition,age
level transference tone deafness one amazing,not_cyberbullying
mike pence fuck racist homophobe worst trump suck,ethnicity
mean honestly think corporate situation man could call female colleague disgusting filing bitch fired coo ceo removed board analogous would,gender
high school vocal people fandom boom crazy teenage stereotype back,age
past using retard gay sake making rape,gender
say support radical people said radical people radical matter agnostic atheist christian catholic muslin muslim true statement,religion
say like black people dumb fuck get shit,ethnicity
99 years ago today white mob destroyed america s black neighborhood pulse tulsa police formally requested national guard assist quelling negro uprising,ethnicity
quickly reaching conclusion pet also cowardly name muslin muslim festival slaughter overtly publicist publicise hind hindu permit add blind luckily public,religion
unfortunately matter loud scream hear anything past idiot sticks,ethnicity
really well talking full advantage foolish people followers trend or yr country come beg trend trend leave us alone one relation love,religion
humor funny joke rape hah fucking funny big fucking joke,gender
biggest flex never dated anyone cos could find one cos one date would never marry real man date first place let ourself free future even belong,ethnicity
got school thursday thursday,not_cyberbullying
even first time similar joke persona 3 let us go hit one s dude ewe beach scene pa s pretty much treated watch might rape might gay whole game,gender
high school want join pyramid scheme never felt popular,age
loved watching old cook,not_cyberbullying
rape stone christian woman death syria christian human reported last week sudan her found dead outside village,religion
fuck going nigger it on gon miss dumb twitter shit,ethnicity
world race gay rape acceptable comedy taken weird ass turn like would think would make comedy better really case,gender
try jenny crag miss piggy fuck mama dumb ass nigger,ethnicity
come gay rape amazing much,gender
new study high school emboldened trump,age
brutish british christian woman year award would racist right,religion
think of ok accost female call fucking bitch low life hope,gender
christian slam islam abortion rape list goes yeah draw line gay,gender
get way upset people using gay derogatory term people calling people rape suicide,gender
better opening niger huh is irs russia russian dumb fuck,ethnicity
going rely gay rape,gender
song wrote taking high school music writing class saved life girl philippines semifinalist play hollywood hollywood bowl please vote link song story,age
according ran sexton athletic ability,not_cyberbullying
realized would probably bus high school bully,age
want sub tweet sub tweet,not_cyberbullying
imagine idiot calling muslin muslim vote,religion
trump fully reopen son s school trump bully son s school reopen trump think trump bully nation reopen get real back earth resign,age
syria repeatedly rape christian woman stone death,religion
headless hard enough,not_cyberbullying
fucking lot crime cooking,not_cyberbullying
world see real face jihad threat humanity,religion
even niger go bridge beat cheese blue black,ethnicity
years ago problem exploded literally object muslin muslim infestation norm previous fault well done,religion
half semester left,not_cyberbullying
shut fuck bitch leave a da fuck alone dumb bitch stay shit nigger,ethnicity
love first ball kidney sidney goes high school bully love moment right start dancing know something,age
idiot human people humanity non,religion
may pass still high school bully coming elected us congressman way past type loutish behavior behaviour brushing harmless banter probably still,age
going get response looking give,not_cyberbullying
call talking us whole fucking hate,gender
bhakti get offended fuck wits feel totally okay making rape gay,gender
please retire rape becoming gay feminine rape victim should never thing,gender
sick disgusting yellow nigger,ethnicity
foresee lot pod system comes plan seem bully proof sure consideration definitely especially relieved lockdown,age
actually even dictionary definition feminism unequal see telling,gender
nigger means ignorant ignorant dumb docent bother said fuck go africa ya,ethnicity
use speaker box class,not_cyberbullying
sea dumb nigger s useless,ethnicity
goat calling terrorist horny,religion
fuck mama dumb ass nigger yea mayonnaise skin ass girl fuck 30 times bitch tune yo ass,ethnicity
middle school casebook passionate mental health bitch going fuck,age
dibs kali swag back fuck dumb lot,ethnicity
last thing need right,not_cyberbullying
fuck mama dumb ass nigger irrelevant,ethnicity
marry christian woman,religion
most de difference night nigga nigger er banned discontinued endangered extinct days used describe fuck nigh done dumb simple minded shit,ethnicity
never 100 safe flu school nothing 100 safe unfortunately team panic porn people in reading twitter casebook might 80 people,age
shit dude call female dog cos bitch,gender
believe statutory right prevent entry high risk even think muslin muslim ban since target vast majority bungled bovid covid idiot ever think would get barred rope europe winning,religion
look like group school hanging front local eggs,age
going bring next round yeah bring bring store bought,gender
check ash sarkar friend imagine right meltdown right imagine know communist muslin muslim idiot everyone,religion
played faith olfaction faction classic,not_cyberbullying
slam islam religion large religious police running around telling people must,religion
idiot say dream promotion board describe dream based self pakistan pakistani coconut muslin muslim,religion
high young used bully high school later met detention young fell young young always played piano young feelings scared,age
to rape remember korea gay space made r pe vine,gender
everyone lie bit racism n de bet wen laundry separate a al colored clothes arm whites,ethnicity
put come move with bully school,age
always hot air sometimes hot air prophets,religion
pull pistol make night nigga look dam sick like seen bitch 3,ethnicity
widen came said remote father notice would cause controversy make people remember job joe widen running president,age
working together destroy australia,religion
rape rape gay help,gender
element serving food turned whole lot better plan serving food someone else cooked,not_cyberbullying
yea understand way think practice evil like people show radical radical christian morals come play support peaceful religious people need something support system,religion
know founder planned parenthood said colored people r like human weeds r exterminated racism,ethnicity
also sacking nap shah abhorrent muslin muslim raping tweet labor labour my mp went two one day stepped stephen knock supported would feel embarrassed,religion
with think am pm india population no much less deli delhi area huge high power income almost security risk meanwhile india murder mode moment steps idiot,religion
is cis gay man sexually joke okay gay would actually rape fun,gender
hey dumb nigger streets vouch wake waka go fuck just mad cut bum camp gon na die the tha block,ethnicity
sis isis account pretending furnish kurdish account like slam islam,not_cyberbullying
people used bully middle school hey girl hope well plus watch short video give money,age
really fun land first trick one touch,ethnicity
world suffering terrorism first stop islamic islamic terrorism think india,religion
black negro slave ago ass white america on gon kiss ass today tomorrow nice everyone around one race human race,ethnicity
please us sending positive mess live health awareness stop gang drug abuse bullying eat ect,not_cyberbullying
lot gay because angry rape joke laughing something rape man right know wrong anymore,gender
going able bully school anymore,age
course bosnia bosnian nothing country history even muslin muslim dumbass idiot,religion
done lot public speaking never keynote going awesome,not_cyberbullying
even call sexist actually prefer charge lot atmosphere tailback fun serious,gender
oh god last race learned school occasionally well bully joining human race race,age
slam islam one big sex organ part exposed reflection perversion prophet,religion
need job disturb school time,not_cyberbullying
bother even school yet tight grip arm pulling closer towards one many though one fixation older brother creepy,age
love high school slide dos favorite far one particular girl said play date am fam shitty person going pretend,age
put politics aside ask question congressman call female colleague f bitch formally,gender
fucking mad elementary school bully hot,age
forget shin tense aka bully people school,age
killing innocent china proper taking,religion
nimble trying strong let family weigh family school much man take feel sorry,age
considering dumb fuck white guy and 2nd block kid dumb nigger breath yesterday,ethnicity
ah point show anti smite semite thanks,not_cyberbullying
wrong brother compare naira was star face trek fate pakistan pakistani idiot man love country star face man new everyday india indian,religion
need fake like sociopath socialist margarita danger sanger racist ka barrack muslin muslim brotherhood democrat party like job joe president trump done america 3 12 years boy marry barry 8 years playing president black america know,religion
fairly certain gay joke less rape joke,gender
pick cut pretty put together nigger bitch erica dumb ass fuck listen stupid ass,ethnicity
fuck ugly black trash nigger name wane michael michael carter ugly dumb trash pussy fucking complexion,ethnicity
say fighting fellow muslin muslim get fellow muslin muslim say otherwise wat believe like interested calling ugly the fighting the dm words like ya do dp had,religion
hate seeing people school mall it it it it it,not_cyberbullying
sense feminism full shit got,gender
